url_a	url_b	pref	group
https://www.hknews.cn/	https://blog.csdn.net/user/655/posts	a	head
https://www.smallsite.net/article/3679.html	https://www.gov.cn/forum/thread-4167	b	tail
https://tieba.baidu.com/	https://www.moe.edu.cn/item/3018	b	head
https://spam.example.org/forum/thread-3069	https://tieba.baidu.com/forum/thread-3923	b	tail
https://www.example.com/news/4891	https://www.example.com/article/291.html	tie	head
https://www.hknews.cn/	https://music.163.com/forum/thread-3714	tie	tail
https://www.hknews.cn/list?page=3570	https://www.example.com/list?page=2226	tie	head
https://blog.csdn.net/u/2084	https://edu.example.edu.com/item/1299	b	head
https://tieba.baidu.com/item/1746	https://spam.example.org/item/2489	a	tail
https://news.sina.com.cn/item/3025	https://www.zhihu.com/news/4495	a	tail
https://music.163.com/forum/thread-1079	https://www.bendibao.com/item/498	b	tail
https://music.163.com/forum/thread-2003	https://shop.taobao.com/item/4754	b	tail
https://www.gov.cn/list?page=493	https://music.163.com/user/1184/posts	a	head
https://www.moe.edu.cn/list?page=4562	https://spam.example.org/video/3470	a	head
https://tieba.baidu.com/article/2805.html	https://shop.taobao.com/	tie	head
https://www.bendibao.com/u/4470	https://shop.taobao.com/video/1658	b	head
https://www.moe.edu.cn/list?page=1186	https://www.ucla.edu/list?page=354	a	head
https://www.zhihu.com/video/4158	https://music.163.com/	tie	tail
https://www.zhihu.com/item/4808	https://edu.example.edu.com/list?page=142	a	tail
https://www.bendibao.com/news/1554	https://edu.example.edu.com/item/309	a	head
https://www.smallsite.net/forum/thread-2817	https://shop.taobao.com/video/1193	a	head
https://www.ucla.edu/forum/thread-1782	https://news.sina.com.cn/u/1602	b	head
https://www.gov.cn/user/976/posts	https://www.gov.cn/forum/thread-2713	b	tail
https://www.gov.cn/list?page=1494	https://spam.example.org/news/3279	a	head
https://news.sina.com.cn/video/475	https://www.zhihu.com/news/1288	a	tail
https://tieba.baidu.com/news/1092	https://tieba.baidu.com/item/307	a	tail
https://www.moe.edu.cn/item/3906	https://spam.example.org/list?page=3585	a	tail
https://blog.csdn.net/item/3394	https://www.smallsite.net/article/715.html	a	tail
https://www.bendibao.com/	https://edu.example.edu.com/list?page=4907	a	tail
https://www.bendibao.com/item/4142	https://spam.example.org/forum/thread-3657	a	tail
https://www.smallsite.net/forum/thread-2069	https://www.bendibao.com/user/1695/posts	tie	head
https://www.moe.edu.cn/list?page=3280	https://spam.example.org/u/4751	a	head
https://music.163.com/list?page=2582	https://www.hknews.cn/item/2162	b	tail
https://www.bendibao.com/list?page=1322	https://www.example.com/news/2626	b	head
https://edu.example.edu.com/u/3696	https://tieba.baidu.com/news/3909	b	tail
https://tieba.baidu.com/video/2866	https://spam.example.org/video/1181	a	head
https://spam.example.org/u/1678	https://www.gov.cn/list?page=4287	b	head
https://www.hknews.cn/list?page=1703	https://www.moe.edu.cn/news/3700	b	tail
https://www.bendibao.com/	https://baike.baidu.com/list?page=658	b	head
https://www.hknews.cn/video/2887	https://www.ucla.edu/forum/thread-2529	tie	head
https://www.gov.cn/list?page=2784	https://www.gov.cn/news/2506	b	tail
https://www.ucla.edu/	https://baike.baidu.com/news/2442	b	tail
https://www.gov.cn/video/4182	https://baike.baidu.com/list?page=3082	a	tail
https://spam.example.org/	https://www.zhihu.com/u/76	b	tail
https://tieba.baidu.com/article/3024.html	https://edu.example.edu.com/	a	head
https://www.moe.edu.cn/item/3906	https://www.gov.cn/news/3218	tie	tail
https://baike.baidu.com/item/645	https://tieba.baidu.com/	a	tail
https://www.zhihu.com/	https://spam.example.org/news/4196	a	head
https://edu.example.edu.com/	https://shop.taobao.com/list?page=4155	tie	head
https://www.bendibao.com/forum/thread-966	https://www.example.com/news/4817	tie	head
https://www.gov.cn/news/3643	https://blog.csdn.net/article/3881.html	a	head
https://www.ucla.edu/u/3732	https://www.bendibao.com/item/2566	b	head
https://baike.baidu.com/article/2804.html	https://news.sina.com.cn/forum/thread-624	a	tail
https://www.moe.edu.cn/video/551	https://www.gov.cn/user/135/posts	a	tail
https://spam.example.org/article/3541.html	https://www.bendibao.com/user/4387/posts	b	tail
https://edu.example.edu.com/video/1713	https://music.163.com/news/427	tie	head
https://spam.example.org/article/1399.html	https://baike.baidu.com/item/1196	b	tail
https://music.163.com/article/2864.html	https://blog.csdn.net/forum/thread-3750	a	tail
https://www.ucla.edu/article/1225.html	https://www.gov.cn/	b	tail
https://www.ucla.edu/u/3899	https://www.zhihu.com/	b	head
https://shop.taobao.com/forum/thread-2765	https://baike.baidu.com/video/4778	b	head
https://tieba.baidu.com/user/1013/posts	https://tieba.baidu.com/video/1088	b	head
https://blog.csdn.net/article/4178.html	https://shop.taobao.com/list?page=4546	tie	head
https://tieba.baidu.com/u/119	https://www.bendibao.com/news/3185	tie	tail
https://www.example.com/article/2029.html	https://baike.baidu.com/article/4622.html	b	tail
https://spam.example.org/user/4683/posts	https://spam.example.org/video/4607	b	head
https://www.moe.edu.cn/forum/thread-1160	https://www.gov.cn/article/4081.html	b	head
https://www.example.com/news/2259	https://www.smallsite.net/video/274	a	tail
https://www.hknews.cn/u/1559	https://www.hknews.cn/u/1615	b	head
https://blog.csdn.net/news/100	https://www.gov.cn/forum/thread-3685	b	head
https://www.example.com/news/2897	https://www.zhihu.com/article/2771.html	b	head
https://spam.example.org/	https://spam.example.org/forum/thread-1403	a	head
https://music.163.com/user/1292/posts	https://baike.baidu.com/list?page=1706	b	head
https://shop.taobao.com/news/3409	https://www.zhihu.com/user/1425/posts	tie	tail
https://www.moe.edu.cn/forum/thread-2867	https://www.moe.edu.cn/list?page=1155	a	head
https://www.moe.edu.cn/forum/thread-3334	https://blog.csdn.net/item/1683	a	tail
https://news.sina.com.cn/u/367	https://music.163.com/list?page=3498	a	head
https://www.gov.cn/forum/thread-4109	https://www.gov.cn/	b	tail
https://shop.taobao.com/forum/thread-4316	https://www.ucla.edu/news/3792	b	head
https://news.sina.com.cn/u/1364	https://spam.example.org/u/156	a	head
https://www.bendibao.com/u/4470	https://spam.example.org/user/1696/posts	a	tail
https://www.ucla.edu/list?page=2907	https://shop.taobao.com/article/4000.html	b	tail
https://blog.csdn.net/item/4954	https://www.smallsite.net/news/2233	a	head
https://www.ucla.edu/news/4226	https://music.163.com/article/3595.html	b	tail
https://news.sina.com.cn/u/3549	https://music.163.com/	tie	head
https://www.bendibao.com/list?page=716	https://spam.example.org/user/1100/posts	a	tail
https://www.gov.cn/article/609.html	https://shop.taobao.com/u/1884	a	head
https://www.bendibao.com/list?page=3188	https://www.example.com/item/4901	a	tail
https://edu.example.edu.com/article/3683.html	https://www.bendibao.com/	a	tail
https://www.smallsite.net/u/2235	https://www.ucla.edu/article/1458.html	b	head
https://baike.baidu.com/u/317	https://shop.taobao.com/	a	head
https://www.smallsite.net/video/4508	https://www.ucla.edu/u/2395	a	tail
https://www.gov.cn/news/918	https://edu.example.edu.com/	a	head
https://www.zhihu.com/item/3486	https://music.163.com/user/4059/posts	a	tail
https://www.ucla.edu/list?page=1735	https://music.163.com/u/1579	a	head
https://www.example.com/list?page=3922	https://www.moe.edu.cn/	b	head
https://shop.taobao.com/video/3571	https://www.example.com/	a	head
https://www.hknews.cn/u/436	https://blog.csdn.net/list?page=4269	b	tail
https://www.example.com/news/1712	https://edu.example.edu.com/list?page=487	a	head
https://baike.baidu.com/	https://music.163.com/u/4474	a	head
https://www.bendibao.com/forum/thread-859	https://www.example.com/news/1158	a	head
https://edu.example.edu.com/u/4379	https://blog.csdn.net/news/223	b	head
https://shop.taobao.com/forum/thread-987	https://www.smallsite.net/user/3901/posts	a	head
https://www.example.com/forum/thread-1107	https://www.smallsite.net/user/3901/posts	a	head
https://www.smallsite.net/forum/thread-4803	https://www.smallsite.net/user/3993/posts	a	tail
https://www.moe.edu.cn/item/1739	https://blog.csdn.net/item/2223	a	head
https://tieba.baidu.com/news/3653	https://www.zhihu.com/article/4204.html	b	head
https://www.gov.cn/	https://www.hknews.cn/news/105	a	tail
https://www.zhihu.com/user/3686/posts	https://spam.example.org/list?page=4216	a	tail
https://baike.baidu.com/list?page=2261	https://www.hknews.cn/list?page=3905	a	head
https://www.smallsite.net/item/568	https://www.hknews.cn/article/424.html	tie	tail
https://www.zhihu.com/list?page=4028	https://www.ucla.edu/forum/thread-3812	b	head
https://www.zhihu.com/list?page=1457	https://www.gov.cn/item/4877	b	tail
https://blog.csdn.net/list?page=1065	https://www.gov.cn/user/64/posts	b	head
https://baike.baidu.com/forum/thread-314	https://blog.csdn.net/	a	head
https://www.smallsite.net/list?page=4658	https://spam.example.org/article/4281.html	b	tail
https://spam.example.org/item/3369	https://www.smallsite.net/item/3006	b	tail
https://www.gov.cn/article/1514.html	https://www.smallsite.net/	a	tail
https://www.example.com/user/3603/posts	https://blog.csdn.net/news/4557	b	head
https://news.sina.com.cn/video/907	https://www.smallsite.net/list?page=4715	a	head
https://www.smallsite.net/list?page=3013	https://www.moe.edu.cn/list?page=1139	b	head
https://www.zhihu.com/forum/thread-1475	https://www.bendibao.com/video/4135	tie	tail
https://music.163.com/user/1175/posts	https://www.bendibao.com/	b	head
https://music.163.com/u/883	https://www.ucla.edu/item/776	b	tail
https://tieba.baidu.com/	https://www.gov.cn/user/4756/posts	b	head
https://www.smallsite.net/item/532	https://www.gov.cn/list?page=3181	b	tail
https://www.hknews.cn/news/2318	https://www.smallsite.net/video/1810	b	head
https://www.example.com/news/4631	https://music.163.com/item/3402	b	tail
https://www.zhihu.com/list?page=3924	https://news.sina.com.cn/list?page=220	b	tail
https://www.gov.cn/forum/thread-483	https://spam.example.org/item/617	a	tail
https://edu.example.edu.com/item/4731	https://news.sina.com.cn/news/3224	b	head
https://spam.example.org/u/3076	https://baike.baidu.com/u/873	b	tail
https://spam.example.org/news/2533	https://www.example.com/	b	head
https://baike.baidu.com/	https://news.sina.com.cn/list?page=181	a	head
https://www.hknews.cn/video/1750	https://www.smallsite.net/user/4065/posts	a	head
https://www.hknews.cn/u/1577	https://www.ucla.edu/article/3073.html	b	head
https://spam.example.org/forum/thread-4621	https://www.hknews.cn/item/4536	b	tail
https://www.hknews.cn/video/4760	https://music.163.com/item/1487	tie	tail
https://news.sina.com.cn/user/4649/posts	https://news.sina.com.cn/forum/thread-2890	b	head
https://www.ucla.edu/	https://www.smallsite.net/article/287.html	a	head
https://www.example.com/item/2165	https://baike.baidu.com/user/1607/posts	b	tail
https://news.sina.com.cn/news/2020	https://www.hknews.cn/news/2041	a	tail
https://www.zhihu.com/item/2475	https://blog.csdn.net/u/2238	a	head
https://news.sina.com.cn/item/4835	https://www.ucla.edu/list?page=425	a	tail
https://tieba.baidu.com/item/1373	https://www.ucla.edu/item/3401	b	head
https://www.hknews.cn/list?page=4283	https://edu.example.edu.com/u/2630	a	tail
https://edu.example.edu.com/video/4613	https://shop.taobao.com/user/3753/posts	b	head
https://www.gov.cn/user/3944/posts	https://baike.baidu.com/forum/thread-4037	b	head
https://www.example.com/u/4033	https://www.smallsite.net/video/250	tie	tail
https://shop.taobao.com/video/4357	https://edu.example.edu.com/u/4017	a	head
https://spam.example.org/news/2882	https://www.bendibao.com/item/4720	b	head
https://baike.baidu.com/news/2057	https://www.gov.cn/forum/thread-3685	b	tail
https://www.hknews.cn/article/1428.html	https://www.example.com/item/1849	a	tail
https://www.moe.edu.cn/u/2552	https://www.smallsite.net/item/871	a	head
https://www.bendibao.com/item/765	https://shop.taobao.com/article/854.html	b	tail
https://www.smallsite.net/news/2961	https://blog.csdn.net/item/3370	b	head
https://www.smallsite.net/item/463	https://www.zhihu.com/news/4407	b	head
https://www.zhihu.com/news/3000	https://tieba.baidu.com/u/4075	a	head
https://shop.taobao.com/news/2023	https://www.moe.edu.cn/forum/thread-1947	b	tail
https://www.smallsite.net/item/4121	https://blog.csdn.net/list?page=1065	b	tail
https://news.sina.com.cn/u/2891	https://blog.csdn.net/list?page=2186	a	tail
https://www.zhihu.com/	https://www.zhihu.com/list?page=878	a	tail
https://news.sina.com.cn/forum/thread-3503	https://baike.baidu.com/u/2616	b	head
https://music.163.com/list?page=1694	https://spam.example.org/article/1218.html	a	head
https://www.zhihu.com/list?page=4850	https://shop.taobao.com/	b	tail
https://music.163.com/list?page=2	https://tieba.baidu.com/forum/thread-1568	tie	tail
https://blog.csdn.net/item/4738	https://spam.example.org/list?page=1524	a	head
https://www.ucla.edu/list?page=3077	https://edu.example.edu.com/news/3483	tie	head
https://spam.example.org/video/1404	https://www.ucla.edu/video/3363	b	tail
https://www.hknews.cn/video/3209	https://www.smallsite.net/news/4106	a	head
https://baike.baidu.com/news/874	https://news.sina.com.cn/	a	head
https://baike.baidu.com/list?page=4116	https://www.smallsite.net/article/1229.html	a	head
https://www.zhihu.com/	https://shop.taobao.com/news/4105	a	head
https://www.zhihu.com/	https://shop.taobao.com/u/1873	a	tail
https://www.zhihu.com/	https://news.sina.com.cn/list?page=3039	a	head
https://tieba.baidu.com/list?page=4581	https://www.example.com/	a	tail
https://www.gov.cn/video/1792	https://blog.csdn.net/forum/thread-2793	a	head
https://www.ucla.edu/	https://www.smallsite.net/u/2508	a	head
https://www.ucla.edu/u/3732	https://baike.baidu.com/u/3578	b	tail
https://edu.example.edu.com/news/148	https://news.sina.com.cn/u/3496	a	tail
https://www.ucla.edu/	https://baike.baidu.com/forum/thread-4944	b	tail
https://blog.csdn.net/forum/thread-2218	https://spam.example.org/news/844	a	head
https://tieba.baidu.com/	https://tieba.baidu.com/u/4812	a	tail
https://www.smallsite.net/news/4529	https://edu.example.edu.com/news/2986	b	head
https://www.bendibao.com/item/3375	https://baike.baidu.com/	b	head
https://www.zhihu.com/list?page=3958	https://www.ucla.edu/list?page=4918	b	tail
https://www.example.com/forum/thread-29	https://www.hknews.cn/article/2654.html	b	head
https://blog.csdn.net/video/3767	https://www.zhihu.com/	b	head
https://www.gov.cn/u/929	https://www.bendibao.com/forum/thread-2936	a	head
https://spam.example.org/list?page=1429	https://music.163.com/	b	tail
https://tieba.baidu.com/video/4755	https://blog.csdn.net/article/1148.html	b	tail
https://www.example.com/user/3603/posts	https://www.hknews.cn/list?page=2575	b	tail
https://www.hknews.cn/user/1865/posts	https://www.zhihu.com/user/1511/posts	b	tail
https://baike.baidu.com/video/4947	https://baike.baidu.com/list?page=1365	b	tail
https://www.smallsite.net/user/3221/posts	https://baike.baidu.com/item/2786	b	head
https://music.163.com/video/2957	https://baike.baidu.com/news/2894	b	tail
https://baike.baidu.com/forum/thread-3970	https://music.163.com/user/2012/posts	a	tail
https://www.example.com/video/2163	https://shop.taobao.com/article/1215.html	b	tail
https://music.163.com/forum/thread-4702	https://edu.example.edu.com/	a	tail
https://baike.baidu.com/u/3568	https://baike.baidu.com/list?page=4116	b	tail
https://baike.baidu.com/user/3195/posts	https://www.zhihu.com/u/2096	a	head
https://edu.example.edu.com/u/3554	https://spam.example.org/	tie	tail
https://www.moe.edu.cn/forum/thread-908	https://www.bendibao.com/video/2584	a	head
https://edu.example.edu.com/news/3476	https://blog.csdn.net/user/2561/posts	tie	head
https://www.zhihu.com/news/4108	https://edu.example.edu.com/news/2752	a	tail
https://www.smallsite.net/user/4789/posts	https://www.example.com/user/1068/posts	b	head
https://www.hknews.cn/u/964	https://www.hknews.cn/user/4688/posts	tie	head
https://baike.baidu.com/article/4736.html	https://blog.csdn.net/news/643	a	head
https://shop.taobao.com/user/3818/posts	https://baike.baidu.com/video/4693	b	head
https://www.gov.cn/item/996	https://edu.example.edu.com/list?page=3153	a	head
https://www.gov.cn/video/409	https://www.hknews.cn/forum/thread-450	a	head
https://www.hknews.cn/list?page=2525	https://blog.csdn.net/list?page=1279	a	head
https://www.zhihu.com/user/2880/posts	https://blog.csdn.net/news/3636	a	head
https://spam.example.org/list?page=2554	https://tieba.baidu.com/list?page=3439	b	tail
https://spam.example.org/article/3541.html	https://baike.baidu.com/item/3323	b	tail
https://www.zhihu.com/forum/thread-4302	https://www.bendibao.com/item/1867	tie	tail
https://music.163.com/list?page=1949	https://www.smallsite.net/item/2133	a	tail
https://www.bendibao.com/news/3185	https://spam.example.org/user/3012/posts	a	head
https://www.hknews.cn/u/1615	https://www.gov.cn/forum/thread-2295	b	tail
https://www.zhihu.com/video/4463	https://www.gov.cn/list?page=3886	a	tail
https://shop.taobao.com/item/4229	https://blog.csdn.net/article/3180.html	a	head
https://www.smallsite.net/news/2983	https://www.hknews.cn/user/4545/posts	tie	head
https://blog.csdn.net/news/3303	https://spam.example.org/news/1717	a	head
https://blog.csdn.net/u/2399	https://www.moe.edu.cn/forum/thread-516	b	tail
https://www.smallsite.net/user/4346/posts	https://www.hknews.cn/	b	head
https://edu.example.edu.com/u/1344	https://baike.baidu.com/item/1759	b	tail
https://tieba.baidu.com/list?page=4588	https://tieba.baidu.com/item/1031	a	tail
https://www.moe.edu.cn/user/4020/posts	https://spam.example.org/u/2611	a	tail
https://www.ucla.edu/user/469/posts	https://www.moe.edu.cn/video/4638	b	head
https://baike.baidu.com/item/3588	https://www.moe.edu.cn/	b	tail
https://www.hknews.cn/	https://news.sina.com.cn/news/3366	b	head
https://music.163.com/video/835	https://www.smallsite.net/article/1229.html	b	tail
https://www.zhihu.com/item/4888	https://music.163.com/	a	head
https://www.hknews.cn/item/1894	https://news.sina.com.cn/article/866.html	b	tail
https://www.bendibao.com/article/2861.html	https://www.zhihu.com/item/587	tie	tail
https://www.hknews.cn/u/1617	https://spam.example.org/video/1757	b	head
https://www.zhihu.com/news/3156	https://music.163.com/u/4924	b	tail
https://edu.example.edu.com/article/2476.html	https://edu.example.edu.com/forum/thread-3665	a	head
https://baike.baidu.com/	https://www.example.com/u/2633	a	head
https://spam.example.org/item/2701	https://www.example.com/video/4248	tie	head
https://edu.example.edu.com/article/2474.html	https://edu.example.edu.com/u/1749	a	tail
https://shop.taobao.com/forum/thread-2161	https://music.163.com/user/4382/posts	a	head
https://www.gov.cn/list?page=1799	https://tieba.baidu.com/article/3216.html	a	tail
https://music.163.com/video/2624	https://www.example.com/list?page=4076	a	head
https://spam.example.org/news/2911	https://edu.example.edu.com/video/3254	b	tail
https://www.example.com/item/4284	https://www.example.com/u/480	a	head
https://www.smallsite.net/u/1451	https://www.moe.edu.cn/article/4556.html	b	head
https://www.example.com/user/1890/posts	https://edu.example.edu.com/news/3292	b	tail
https://www.smallsite.net/video/4799	https://news.sina.com.cn/article/3118.html	b	tail
https://www.gov.cn/user/102/posts	https://baike.baidu.com/list?page=4293	a	tail
https://www.ucla.edu/news/1777	https://tieba.baidu.com/video/1379	a	tail
https://spam.example.org/item/1859	https://edu.example.edu.com/forum/thread-4427	tie	head
https://www.zhihu.com/list?page=327	https://www.ucla.edu/article/438.html	b	head
https://shop.taobao.com/news/3645	https://spam.example.org/	a	tail
https://www.bendibao.com/u/2496	https://baike.baidu.com/video/4582	b	head
https://www.bendibao.com/list?page=925	https://www.hknews.cn/news/2041	b	head
https://www.ucla.edu/article/1528.html	https://baike.baidu.com/u/2818	b	head
https://www.example.com/	https://www.ucla.edu/	b	tail
https://news.sina.com.cn/item/2192	https://tieba.baidu.com/item/1746	a	head
https://www.moe.edu.cn/news/4177	https://www.bendibao.com/article/946.html	b	head
https://www.bendibao.com/	https://www.example.com/u/2022	a	head
https://www.gov.cn/item/4976	https://shop.taobao.com/news/3645	b	head
https://edu.example.edu.com/user/4843/posts	https://music.163.com/forum/thread-876	b	tail
https://blog.csdn.net/video/1353	https://www.bendibao.com/list?page=3727	a	head
https://www.gov.cn/video/603	https://music.163.com/video/2220	a	head
https://tieba.baidu.com/article/3436.html	https://www.bendibao.com/u/2496	a	head
https://www.smallsite.net/u/2859	https://news.sina.com.cn/user/137/posts	b	head
https://baike.baidu.com/list?page=846	https://spam.example.org/user/2834/posts	a	tail
https://spam.example.org/u/1955	https://www.moe.edu.cn/article/4146.html	b	head
https://www.zhihu.com/user/1224/posts	https://baike.baidu.com/forum/thread-4037	b	tail
https://edu.example.edu.com/	https://www.bendibao.com/video/2078	tie	tail
https://www.ucla.edu/	https://www.smallsite.net/news/4106	a	head
https://www.moe.edu.cn/article/2157.html	https://baike.baidu.com/list?page=3361	a	head
https://edu.example.edu.com/forum/thread-2595	https://www.bendibao.com/news/1570	b	head
https://www.bendibao.com/article/1671.html	https://baike.baidu.com/video/4724	b	head
https://www.moe.edu.cn/article/1389.html	https://www.bendibao.com/item/998	a	head
https://edu.example.edu.com/u/934	https://www.moe.edu.cn/u/1042	b	tail
https://shop.taobao.com/video/4322	https://shop.taobao.com/user/3818/posts	a	head
https://www.moe.edu.cn/forum/thread-1330	https://blog.csdn.net/item/3527	a	tail
https://shop.taobao.com/	https://www.bendibao.com/user/758/posts	a	head
https://www.smallsite.net/news/2961	https://edu.example.edu.com/user/2972/posts	a	head
https://blog.csdn.net/list?page=2134	https://www.bendibao.com/news/4810	b	head
https://www.zhihu.com/item/2125	https://music.163.com/user/3849/posts	a	tail
https://www.example.com/item/4284	https://news.sina.com.cn/user/1802/posts	b	head
https://spam.example.org/	https://www.bendibao.com/forum/thread-2396	a	head
https://shop.taobao.com/news/4981	https://tieba.baidu.com/user/3430/posts	a	tail
https://www.zhihu.com/news/104	https://news.sina.com.cn/forum/thread-2222	b	head
https://baike.baidu.com/video/4245	https://www.bendibao.com/forum/thread-2936	a	head
https://www.bendibao.com/list?page=1083	https://www.moe.edu.cn/user/8/posts	b	tail
https://tieba.baidu.com/list?page=3542	https://tieba.baidu.com/article/95.html	b	head
https://www.example.com/list?page=4861	https://www.smallsite.net/news/1616	tie	tail
https://www.ucla.edu/u/4746	https://edu.example.edu.com/u/2244	a	tail
https://www.bendibao.com/article/2976.html	https://music.163.com/list?page=4763	b	head
https://www.moe.edu.cn/news/260	https://blog.csdn.net/news/3847	a	tail
https://www.zhihu.com/video/1574	https://spam.example.org/forum/thread-2177	a	head
https://www.gov.cn/news/2449	https://www.smallsite.net/	a	tail
https://www.zhihu.com/user/3686/posts	https://music.163.com/list?page=1081	tie	tail
https://music.163.com/news/1790	https://www.gov.cn/list?page=1494	b	tail
https://www.gov.cn/forum/thread-3514	https://tieba.baidu.com/	a	tail
https://www.smallsite.net/	https://tieba.baidu.com/u/3357	b	head
https://music.163.com/u/519	https://www.bendibao.com/video/2078	tie	head
https://shop.taobao.com/u/1854	https://spam.example.org/u/4093	tie	tail
https://www.bendibao.com/article/1290.html	https://www.example.com/news/1556	a	head
https://baike.baidu.com/article/1479.html	https://www.hknews.cn/forum/thread-3510	b	head
https://www.bendibao.com/item/3128	https://www.gov.cn/	b	head
https://www.hknews.cn/user/2477/posts	https://tieba.baidu.com/forum/thread-1240	b	tail
https://spam.example.org/user/393/posts	https://baike.baidu.com/video/2657	b	tail
https://spam.example.org/news/1113	https://news.sina.com.cn/news/494	b	tail
https://news.sina.com.cn/	https://www.hknews.cn/news/2669	a	tail
https://www.hknews.cn/news/4454	https://www.example.com/video/1040	tie	head
https://www.example.com/article/1776.html	https://baike.baidu.com/user/410/posts	b	tail
https://edu.example.edu.com/list?page=4840	https://www.zhihu.com/list?page=2483	b	head
https://blog.csdn.net/news/451	https://blog.csdn.net/news/4651	tie	head
https://blog.csdn.net/item/1433	https://blog.csdn.net/video/48	b	head
https://blog.csdn.net/item/2317	https://shop.taobao.com/item/116	b	tail
https://www.example.com/forum/thread-847	https://music.163.com/user/1727/posts	tie	head
https://shop.taobao.com/user/997/posts	https://shop.taobao.com/article/3406.html	b	tail
https://www.example.com/video/2989	https://www.hknews.cn/item/1868	a	head
https://www.bendibao.com/list?page=3093	https://www.example.com/news/1941	tie	head
https://shop.taobao.com/forum/thread-3081	https://music.163.com/video/92	tie	head
https://news.sina.com.cn/list?page=4902	https://music.163.com/forum/thread-4326	a	tail
https://news.sina.com.cn/list?page=4468	https://www.example.com/	a	head
https://www.smallsite.net/article/3673.html	https://www.hknews.cn/list?page=4241	a	tail
https://www.example.com/news/4220	https://www.ucla.edu/	b	tail
https://www.ucla.edu/u/3170	https://www.bendibao.com/news/2531	b	tail
https://www.moe.edu.cn/	https://blog.csdn.net/item/1483	a	tail
https://www.ucla.edu/forum/thread-213	https://www.smallsite.net/	b	tail
https://baike.baidu.com/user/4826/posts	https://blog.csdn.net/list?page=1931	a	tail
https://spam.example.org/forum/thread-2177	https://shop.taobao.com/u/3574	b	head
https://tieba.baidu.com/user/786/posts	https://baike.baidu.com/article/1610.html	b	tail
https://www.smallsite.net/article/1972.html	https://www.bendibao.com/list?page=113	a	tail
https://music.163.com/news/3758	https://edu.example.edu.com/	a	tail
https://www.moe.edu.cn/	https://www.zhihu.com/article/4701.html	b	head
https://www.smallsite.net/news/2181	https://www.moe.edu.cn/	b	head
https://blog.csdn.net/news/831	https://www.bendibao.com/article/4015.html	tie	tail
https://www.gov.cn/forum/thread-1041	https://www.example.com/u/3820	a	tail
https://www.gov.cn/article/3786.html	https://blog.csdn.net/	a	tail
https://tieba.baidu.com/	https://www.bendibao.com/u/1496	a	head
https://www.hknews.cn/item/1534	https://www.smallsite.net/u/2810	a	head
https://baike.baidu.com/news/3857	https://www.example.com/	a	tail
https://www.zhihu.com/news/3494	https://www.smallsite.net/forum/thread-4275	a	head
https://www.ucla.edu/user/4441/posts	https://www.zhihu.com/video/2549	b	head
https://music.163.com/list?page=2582	https://edu.example.edu.com/u/3762	a	tail
https://www.bendibao.com/news/50	https://blog.csdn.net/news/1465	b	head
https://www.moe.edu.cn/list?page=4501	https://www.gov.cn/	b	tail
https://www.bendibao.com/	https://www.zhihu.com/video/942	b	tail
https://news.sina.com.cn/list?page=1827	https://www.smallsite.net/news/2983	a	tail
https://baike.baidu.com/forum/thread-4037	https://www.hknews.cn/article/2772.html	a	head
https://www.example.com/video/524	https://www.bendibao.com/news/4315	tie	head
https://www.zhihu.com/	https://baike.baidu.com/list?page=508	b	tail
https://www.smallsite.net/forum/thread-971	https://www.gov.cn/news/813	b	head
https://www.hknews.cn/	https://www.bendibao.com/video/808	b	head
https://www.example.com/item/915	https://www.hknews.cn/video/2035	b	head
https://www.hknews.cn/	https://www.bendibao.com/video/3196	b	head
https://www.zhihu.com/u/1374	https://www.gov.cn/	b	tail
https://www.smallsite.net/list?page=1174	https://www.ucla.edu/forum/thread-705	b	head
https://news.sina.com.cn/	https://www.zhihu.com/article/1236.html	a	head
https://www.smallsite.net/video/1484	https://edu.example.edu.com/video/4062	b	head
https://www.example.com/article/3407.html	https://www.moe.edu.cn/item/3018	a	tail
https://blog.csdn.net/forum/thread-1688	https://tieba.baidu.com/item/1207	a	head
https://blog.csdn.net/article/315.html	https://www.ucla.edu/list?page=1887	tie	head
https://news.sina.com.cn/item/1212	https://www.example.com/video/3974	a	head
https://www.gov.cn/item/2189	https://news.sina.com.cn/article/412.html	a	tail
https://edu.example.edu.com/item/2879	https://www.ucla.edu/item/2017	tie	tail
https://spam.example.org/list?page=2970	https://edu.example.edu.com/item/2799	b	head
https://www.ucla.edu/article/4298.html	https://www.moe.edu.cn/article/4054.html	b	tail
https://www.bendibao.com/	https://shop.taobao.com/item/2567	b	tail
https://blog.csdn.net/news/666	https://news.sina.com.cn/video/3471	b	tail
https://edu.example.edu.com/	https://www.smallsite.net/u/2349	tie	head
https://www.hknews.cn/item/2751	https://www.example.com/video/4872	a	head
https://blog.csdn.net/item/4150	https://shop.taobao.com/video/2110	tie	tail
https://www.smallsite.net/video/402	https://edu.example.edu.com/article/857.html	a	head
https://edu.example.edu.com/item/1624	https://www.moe.edu.cn/u/4162	b	tail
https://blog.csdn.net/u/3096	https://shop.taobao.com/user/584/posts	tie	tail
https://music.163.com/u/4727	https://www.hknews.cn/	b	head
https://www.zhihu.com/item/261	https://baike.baidu.com/	b	tail
https://baike.baidu.com/forum/thread-1177	https://spam.example.org/	a	tail
https://spam.example.org/news/1113	https://baike.baidu.com/u/554	b	tail
